#Plane_2x2
#Card       tzero  t_zero_err      entries
0    5.19382     0.45036             20904
1    5.40957     0.23966             105305
2    5.24535     0.25858             134463
3    6.78881     0.29282             166442
4    -3.27088     0.06757             214425
5    -3.52476     0.06685             263544
6    -2.85905     0.09028             143971
