#Plane_1u2
#Card       tzero  t_zero_err      entries
0    3.56993     0.57952             12024
1    3.40558     0.17593             118821
2    3.05199     0.13437             284435
3    -2.45517     0.04754             363705
4    -3.42903     0.08137             239929
5    -5.88052     0.22486             57765
