#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -3.58736     0.24884             18825
1    -2.43126     0.11510             104212
2    -2.99603     0.09635             133196
3    6.46961     0.22263             164720
4    5.26402     0.18311             213356
5    5.58636     0.22223             263258
6    7.26085     0.25920             152881
