#Plane_2v2
#Card       tzero  t_zero_err      entries
0    6.35370     0.75380             18615
1    6.24756     0.26895             122398
2    6.43308     0.18541             271003
3    7.35335     0.18821             343884
4    0.60012     0.10550             222927
5    -3.39475     0.15115             66949
