#Plane_2v1
#Card       tzero  t_zero_err      entries
0    5.38894     0.59975             17597
1    8.70292     0.41658             111172
2    -2.25447     0.04793             263076
3    -2.34632     0.04789             347726
4    -2.79554     0.06658             244400
5    100.36619     3.36391             69915
