#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -11.08913     0.65557             11461
1    -3.48408     0.13135             99101
2    4.53103     0.14118             253755
3    -2.38293     0.05278             356421
4    -3.39105     0.07657             289137
5    -2.25873     0.09203             70856
